ID,Translation,English,Comments by Manuel,Comments,
report.adult.summary.se.missing,"Para ti, La Seguridad es un hábito que falta. Esto significa que por ahora no es tu prioridad","For you, Security is a missing Habitude. This indicates it isn't your priority right now.",,,
report.adult.summary.sp.high,"Para ti, la Espontaneidad es un Hábito dominante y aplica en muchas ocasiones. Toma en cuenta las indicaciones de que puedes estar usando este Hábito en exceso y puedes estar saltando a situaciones financieras y de la vida sin considerar adecuadamente las consecuencias.","For you, Spontaneous is a dominant Habitude and falls within a strong range. Be aware of indicators that you are overusing this Habitude and may be jumping into financial and life situations without adequately considering the consequences.",,,
report.adult.summary.sp.low,Estás usando el hábito de la Espontaneidad en moderación.,You are using the Spontaneous Habitude in moderation.,,,
report.adult.summary.sp.medium,"Para ti, lo Espontaneidad es un hábito dominante. Esto significa que lo primero que piensas cuando recibes dinero será usarlo para que puedas disfrutar el momento.","For you, Spontaneous is a dominant Habitude. That means your first thought when you get money will be to use it to let you enjoy the moment.",,,
report.adult.summary.sp.missing,"Para ti, lo Espontaneidad es un hábito que falta. Esto significa que por el momento no es tu prioridad.","For you, Spontaneous is a missing Habitude. This indicates it isn't your priority right now.",,,
report.adult.summary.st.high,"Para ti, Estatus es un Hábito dominante y aplica en muchas ocasiones. Eso significa que cuando obtienes dinero, tu primer pensamiento será usarlo para causar una impresión positiva en otros. Ponte atento a las señales que indican que puedes estar usando este Hábito en exceso y tratando demasiado de causar una impresión positiva.","For you, Status is a dominant Habitude and falls within a strong range. That means when you get money, your first thought will be to use it to make a positive impression. Be alert to indications that you may be overusing this Habitude and trying too hard to make a positive impression.",,,
report.adult.summary.st.low,Estás usando el Hábito de Estatus con moderación,You are using the Status Habitude in moderation.,,,
report.adult.summary.st.medium,"Para ti, el Estatus es un hábito dominante. Eso significa que  tu primer pensamiento cuando recibes dinero será usarlo para causar una impresión positiva.","For you, Status is a dominant Habitude. That means your first thought when you get money will be to use it to make a positive impression.",,,
report.adult.summary.st.missing,"Para ti, el Estatus es un hábito que falta. Esto significa que por ahora no es tu prioridad.","For you, Status is a missing Habitude. This indicates it isn't your priority right now.",,,
report.date_format,"%B %-d, %Y","%B %-d, %Y",,"Date format, using keywords defined here: https://docs.python.org/2/library/datetime.html#strftime-and-strptime-behavior",
report.footer_disclaimer,"&copiar; Estrategias LifeWise, LLP. &nbsp; Hábitos Monetarios&reg; es una marca registrada. &nbsp;|&nbsp; www.moneyhabitudes.com","&copy; LifeWise Strategies, LLP. &nbsp;Money Habitudes&reg; is a registered trademark. &nbsp;|&nbsp; www.moneyhabitudes.com",,,
report.page_count,"{contador} ""página""","""Page ""{counter}",,{counter} is the placeholder for page number.,
web.category.ca,Espiritu Libre,Carefree,,,
web.category.gi,Generosidad,Giving,,,
web.category.pl,Planificación,Planning,,,
web.category.se,Seguridad,Security,,,
web.category.sp,Espontaneidad,Spontaneous,,,
web.category.st,Estatus,Status,,,
web.d.banner.modal.title,Hábitos Monetarios en línea,Money Habitudes Online,,,
web.d.banner.slogan,Los Hábitos Monetarios es la forma rápida y fácil de entender tu personalidad monetaria.,Money Habitudes is the quick and easy way to understand your money personality,,,
web.d.banner.slogan2,"Por más de una década, Hábitos Monetarios ha iniciado cientos de miles de conversaciones positivas acerca del dinero, ayudando a personas a cambiar sus comportamientos financieros ","For over a decade, Money Habitudes has started hundreds of thousands of positive conversations about money, helping people change financial behaviors.",,,
web.d.banner.watch_demo,Observa el Demo,Watch Demo,,,
web.d.distribute_games.name,Distribuir los juegos,Distribute Games,,,
web.d.footer.about.link1,Acerca de Syble Solomon,About Syble Solomon,,,
web.d.footer.about.link2,Conferencias,Speaking,,,
web.d.footer.about.link3,Otros productos,Other Products,,,
web.d.footer.about.link4,Prensa y noticias,Press & News,,,
web.d.footer.about.link5,Versiones,Versions,,,
web.d.footer.about.title,Acerca de ,About,,,
web.d.footer.blog.link1,Hábitos Monetarios y Blog de Actitudes,Money Habits and Attitudes Blog,,,
web.d.footer.blog.title,Blog,Blog,,,
web.d.footer.copyright,"å© {0} Estrategias de LifeWise, LLP","å© {0} LifeWise Strategies, LLP",,0: The current year,
web.d.footer.email,Correo electrónico:,Email:,,,
web.d.footer.hiw.link1,Cómo jugar,How to Play,,,
web.d.footer.hiw.link2,Beneficios,Benefits,,,
web.d.footer.hiw.link3,Preguntas Frecuentes,FAQ,,,
web.d.footer.hiw.title,¿Cómo funciona?,How It Works,,,
web.d.footer.home.link1,Ve a la página principal,Go to Main Site,,,
web.d.footer.home.title,Inicio,Home,,,
web.d.footer.mho.link1,Evaluación de Personalidad de dinero,Money Personality Assessment,,,
web.d.footer.mho.title,Hábitos Monetarios en línea,Money Habitudes Online,,,
web.d.footer.phone,Teléfono:,Phone:,,,
web.d.footer.privacy_policy,Política de Privacidad,Privacy Policy,,,
web.d.footer.products.link1,Guías,Guides,,,
web.d.footer.products.link2,Cartas,Cards,,,
web.d.footer.products.link3,Paquetes,Packages,,,
web.d.footer.products.title,Productos,Products,,,
web.d.footer.resources.link1,Estudios de caso,Case Studies,,,
web.d.footer.resources.link2,"Hojas de trabajo, guías y planes de estudio","Worksheets, Guides, and Curricula",,,
web.d.footer.resources.link3,Entrenamientos y Talleres,Training and Workshops,,,
web.d.footer.resources.link4,Financiamiento de subvenciones,Grant Funding,,,
web.d.footer.resources.link5,Normas Nacionales,National Standards,,,
web.d.footer.resources.link6,Consejos para usar Juegos de Dinero con Adultos,Tips for Using Money Games With Adults,,,
web.d.footer.resources.link7,Comprender y cambiar los Hábitos de Gasto,Understanding and Changing Spending Habits,,,
web.d.footer.resources.link8,Estadísticas financieras,Financial Statistics,,,
web.d.footer.resources.title,Recursos,Resources,,,
web.d.footer.trademark,Hábitos Monetarios es una Marca Registrada,Money Habitudeså¨ is a Registered Trademark,,,
web.d.footer.wui.link1,planeadores y asesores financieros,Financial Planners & Advisors,,,
web.d.footer.wui.link2,Educadores Financieros,Financial Educators,,,
web.d.footer.wui.link3,Educadores de Matrimonio y Relaciones,Marriage & Relationship Educators,,,
web.d.footer.wui.link4,Maestros y líderes juveniles,Teachers & Youth Leaders,,,
web.d.footer.wui.link5,"Terapeutas, Trabajadores Sociales y Entrenadores","Therapists, Social Workers, & Coaches",,,
web.d.footer.wui.link6,"Compañías, Universidades e Institutos","Companies, Universities, & Institutions",,,
web.d.footer.wui.title,Quién lo usa,Who uses it,,,
web.d.ght.anonymous,Usuario anónimo,Anonymous User,,,
web.d.ght.date,Fecha,Date,,,
web.d.ght.delete_success,Eliminamos este juego y acreditamos tu cuenta,We deleted this game and credited your account.,,,
web.d.ght.detail.cancel_button,Cancelar,Cancel,,,
web.d.ght.detail.completed,Juego completo,Game completed:,,,
web.d.ght.detail.confirm_delete,¿Estás seguro? Todo progreso en este juego se perderá y el jugador perderá el acceso,Are you sure? All progress in this game will be lost and the player will lose access.,,,
web.d.ght.detail.pdf_report_button,Informe en PDF,PDF Report,,,
web.d.ght.detail.pro_report_button,Informe Pro,Pro Report,,,
web.d.ght.detail.quick_report_button,Informe rápido,Quick Report,,,
web.d.ght.detail.revoke_button,Revocar,Revoke,,,
web.d.ght.detail.send_reminder_button,Enviar recordatorio,Send Reminder,,,
web.d.ght.download_data,Descarga datos del juego,Download game data,,,
web.d.ght.email,Correo electrónico,Email,,,
web.d.ght.empty1,"Tu cuenta está vacía. Esto puede suceder por algunas razones, incluyendo:","Your account is empty. This may happen for a few reasons, including:",,,
web.d.ght.empty2,No tienes una suscripción activa. Puedes agregar usos a través de una suscripción yendo a la entrada 'suscripción' en el menú desplegable de arriba,You don't have an active subscription. You can add uses through a subscription by going to the Subscription entry in the drop-down menu above.,,,
web.d.ght.empty3,"Intentaste canjear un código pero no lo lograste durante el proceso. Intenta canjear el código nuevamente, ya sea haciendo clic en el enlace del correo electrónico o escribiendo el código que se te proporcionó",You tried to redeem a code but didn't make it through the process. Try redeeming the code again--either by clicking on the link in the email or typing in a code you were given.,,,
web.d.ght.empty4,"Aún no tienes ninguna actividad. Después de que la gente usa un código que tu les haz dado o enviado, aparecerá aquí. Comienza enviando un código a alguien ahora.","You don't have any activity yet. After people use a code that you've given or sent to them, it will show up here. Get started by sending a code to someone now.",,,
web.d.ght.group,Grupo,Group,,,
web.d.ght.in_progress,En progreso,In progress,,,
web.d.ght.reminder_success,Correo electrónico de recordatio enviado. ,Reminder email sent.,,,
web.d.ght.resume_play,Reanudar,Resume,,,
web.d.ght.status,Estado,Status,,,
web.d.ght.title,Historia,History,,,
web.d.ght.usedby,Usado por,Used By,,,
web.d.ght.view_details,Ver detalles,View details,,,
web.d.navbar.code_placeholder,ingresa tu código,enter your code,,,
web.d.navbar.contact_us,Contáctanos,Contact Us,,,
web.d.navbar.dashboard,Tablero,Dashboard,,,
web.d.navbar.login,Iniciar sesión,Log In,,,
web.d.navbar.logout,Cerrar sesión,Logout,,,
web.d.navbar.new_user,¿Usuario nuevo?,New User?,,,
web.d.navbar.play,Juega,Play,,,
web.d.navbar.referral,Tienes una referencia,Got a Referral?,,,
web.d.navbar.returning_user,Usuario que regresa?,Returning user?,,,
web.d.navbar.settings,Configuraciones,Settings,,,
web.d.navbar.signup,Regístrate,Sign Up,,,
web.d.navbar.subscription,Suscripción,Subscription,,,
web.d.play.card1.p,"¡Felicidades! Has ordenado todas las cartas. Esta es tu última oportunidad para hacer cambios, de lo contrario haz clic para ver los resultados.","Congratulations! You've sorted all the cards. This is your last chance to make any changes, otherwise click to view your results.",,,
web.d.play.card1.view_results,Ve los resultados,View Results,,,
web.d.play.error,No pudimos contactar al servidor. Revisa tu conexión a internet y actualiza esta página para continuar.,We weren't able to contact the server. Check your internet connection and refresh this page to continue.,,,
web.d.play.notme,Ese no soy yo,Not Me,,,
web.d.play.sometimes,Algunas veces,Sometimes,,,
web.d.play.thatsme,Ese soy yo,That´s me,,,
web.d.pricing.app_branding,Marca de la pantalla de la aplicación (una vez),App screen branding (one-time),,,
web.d.pricing.app_branding_tooltip,Esta opción te permite agregar tu propio logo y algunas líneas de texto en algunas pantallas de aplicación.,This option allows you to add your own logo and a few lines of text into some of the app screens.,,,
web.d.pricing.best_for,Mejor para:,Best for:,,,
web.d.pricing.codes,Enviar códigos a clientes o estudiantes para usar de forma gratuita y ver esos resultados,Send codes to clients or students to use for free and view those results,,,
web.d.pricing.group_codes,Códigos de grupo,Group codes,,,
web.d.pricing.group_codes_tooltip,"Todos los planes tienen la capacidad de entregar códigos individuales y únicos; un código por cliente. El complemento 'código de grupo' te permite crear códigos que pueden reutilizarse. Esto es especialmente útil para clases y grupos, particularmente aquellos en los que aun no tienes correos electrónicos para todos los participantes","All plans come with the ability to give out individual, unique codes; one code per client. The 'group code' add-on allows you to create codes that can be reused. This is especially helpful for classes and groups, particularly those where you don't already have emails for all participants.",,,
web.d.pricing.individuals,Individuales,Individuals,,,
web.d.pricing.key_features,Características principales,Key Features,,,
web.d.pricing.month,mes,month,,,
web.d.pricing.monthly,Mensualmente,Monthly,,,
web.d.pricing.one_use,1 uso,1 use,,,
web.d.pricing.per_month,por mes,per month,,,
web.d.pricing.per_use,por uso,per use,,,
web.d.pricing.per_year,por año,per year,,,
web.d.pricing.prem,Premium,Premium,,,
web.d.pricing.prem_desc,"Grandes eventos, Agencias y Grandes Empresas","Big Events, Agencies, and Large Firms",,,
web.d.pricing.pro,Pro,Pro,,,
web.d.pricing.pro_desc,Profesionales con uso ocasional,Professionals with Occasional Use,,,
web.d.pricing.proplus,Pro Plus,Pro Plus,,,
web.d.pricing.proplus_desc,"Uso regular por Profesionales, Educadores, o pequeñas y medianas empresas ","Regular Use by Professionals, Educators, or  Small-to-Mid-size Organizations",,,
web.d.pricing.proreport,Informe Profesional,Professional report,,,
web.d.pricing.proreport_tooltip,"Por defecto, los administradores pueden ver los resultados y el informe que ven los clientes. El Informe Profesional agrega mas datos, en particular, la capacidad de ver rápida y exactamente qué declaraciones se ordenaron en qué categorías","By default, administrators can see the results and the report that the clients see. The Professional Report adds more data, notably the ability to quickly see exactly which statements were sorted into which categories.",,,
web.d.pricing.report_branding,Portada del informe de marca (una vez),Brand report cover (one-time),,,
web.d.pricing.report_branding_tooltip,"Esta opción te permite personalizar la portada del informe impreso con tu logotipo, marca e información.","This option allows you to customize the printed report cover with your logo, branding, and information.",,,
web.d.pricing.signup,Regístrate,Sign Up,,,
web.d.pricing.single,Sencillo,Single,,,
web.d.pricing.subtitle,"Suscríbete a Pro, Pro Plus o Premium por adelantado para ahorrar el 10% y obtén un año de códigos por adelantado","Subscribe to Pro, Pro-Plus, or Premium in advance to save 10% ‰ÛÒ and get a year's worth of codes upfront",,,
web.d.pricing.title,"Hábitos Monetarios cuenta con la confianza de miles de planeadores Financieros, Educadores, Terapeutas, universidades y Organizaciones sin fines de lucro.","Money Habitudes is trusted by thousands of Financial Planners, Educators, Therapists, Universities & Non-Profits.",,,
web.d.pricing.uses_per_month,Usos/mes,Uses/month,,,
web.d.pricing.uses_per_year,Usuarios/año,Users/year,,,
web.d.pricing.uses_tooltip,"Los administradores pueden dar este número de usos por período de suscripción. Si no se utilizan, los códigos restantes caducan al final de cada período. Comprar un plan anual agrega 12 meses de códigos por adelantado a tu cuenta; estos pueden utilizarse de una vez o distribuirlos a lo largo del año.","Administrators can give out this many uses per subscription period. If unused, remaining codes expire at the end of each period. Purchasing an annual plan adds 12 months of codes to your account upfront; these can be used all at once or spread out over the year.",,,
web.d.pricing.year,Año,year,,,
web.d.pricing.yearly,Anualmente,Yearly,,,
web.d.results.card1_button,Ver el informe completo,View full report,,,
web.d.results.card1_p,Tus Hábitos Monetarios pueden cambiar con diferentes circunstancias o puedes escoger cambiar intencionalmente tus hábitos y actitudes para tener un mayor control de tus resultados.,Your Money Habitudes may change with different circumstances or you can choose to intentionally change your habits and attitudes to take more control of your outcomes.,,,
web.d.results.card2,"Si tus Hábitos te ayudan a alcanzar tus metas y a vivir la vida que quieres, ¡que bien! Si no, o si crees que te beneficiarías de algunos cambios, usa algunos Hábitos más o algunos Hábitos menos.","If your Habitudes are helping you reach your goals and live the life you want to live, that's great! If not, or you feel you would benefit from some changes, you will want to either use some Habitudes more or some Habitudes less.",,,
web.d.results.card3.l1,Todos los Hábitos son buenos,All Habitudes are good.,,,
web.d.results.card3.l2,Cada Hábito tiene ventajas y desafíos,Every Habitude has advantages and challenges.,,,
web.d.results.card3.l3,Usar en exceso o subutilizar cualquier hábito puede conducir a desafíos.,Overusing or underusing any Habitude can lead to challenges.,,,
web.d.results.card3.p1,"Mientras lees tu informe, recuerda:","As you read through your report, remember:",,,
web.d.results.card3.p2,La pregunta es:,The question to ask is:,,,
web.d.results.card3.p3,Cómo te está funcionando tu combinación de Hábitos Monetarios? ,How is your combination of Money Habitudes working for you?,,,
web.d.results.card4,"Pusiste {0} cartas (de 54) en tu mazo Ese soy yo. Es un continuo: tener menos cartas significa que tus decisiones son claras y consistentes, pero puede ser que no consideres opciones. Por otro lado, tener muchas cartas significa ver opciones, lo que hace difícil cumplir un objetivo o ser coherente.","You put {0} cards (out of 54) in your That's Me pile. It's a continuum: Having fewer cards means your decisions are clear and consistent, but you may not consider options. On the other side, having many cards means seeing options, making it hard to stick to a goal or be consistent.",,"0: Number of cards in the ""That's Me"" pile",
web.d.results.cardintro,"Hay seis patrones básicos de hábitos y actitudes acerca del dinero y las tarjetas que colocaste en tu mazo ""ese soy yo"" que mostrarán tu combinación individual. No hay combinación correcta o preferible de Hábitos Monetarios. ","There are six basic patterns of habits and attitudes about money and the cards you placed in your ""That's Me"" pile will show your individual combination. There is no right or best combination of Money Habitudes.",,,
web.d.results.cardme,Tu mazo de ese soy yo,Your That's Me Pile,,,
web.d.results.cardnot,Tu mazo de no soy yo,Your Not Me Pile,,,
web.d.results.cardsome,Tu mazo de a veces,Your Sometimes Pile,,,
web.d.settings_branding.delete_button,Eliminar la imagen,Delete image,,,
web.d.settings_branding.p1,Puedes cargar cualquier imagen en formato jpg o png para marcar la portada del informe en PDF y las pantallas de aplicaciones para tus clientes.,You may upload any jpg or png format image to brand the PDF report cover and app screens for your clients.,,,
web.d.settings_branding.p2,Las imágenes se escalan para caber en un cuadro de 600x200 pixeles,Images are scaled to fit in a 600x200 pixel box.,,,
web.d.settings_branding.preview_report,Ver marca del informe,View report branding,,,
web.d.settings_branding.preview_site,Ver marca del sitio,View site branding,,,
web.d.settings_branding.text,Puedes ingresar hasta 5 líneas de texto en la portada del informe en PDF y pantallas de aplicaciones.,You may enter up to 5 lines of text to show on the PDF report cover page and app screens.,,,
web.d.settings_branding.title,Marca la experiencia de Hábitos Monetarios de tus clientes,Brand your clients' Money Habitudes experience,,,
web.d.settings_branding.update_button,Actualizar marca,Update branding,,,
web.d.settings_codes.available,Tienes {0} juegos disponibles para distribuir,You have {0} games available to distribute.,,0: Number of games available to distribute.,
web.d.settings_codes.code_h,Código,Code,,,
web.d.settings_codes.code_table_title,Códigos,Codes,,,
web.d.settings_codes.create_code_button,Crear código,Create Code,,,
web.d.settings_codes.date_h,Fecha,Date,,,
web.d.settings_codes.detail.code,Código:,Code:,,,
web.d.settings_codes.detail.delete_button,Revocar,Revoke,,,
web.d.settings_codes.detail.link,Compartir enlace,Share link,,,
web.d.settings_codes.detail.update_button,Actualización del total compartido,Update share total,,,
web.d.settings_codes.detail.update_label,Actualización del total compartido:,Update share total:,,,
web.d.settings_codes.detail.utilization,Uso:,Utilization:,,,
web.d.settings_codes.email_h,Nombre del Grupo/Dirección de correo electrónico,Group Name / Email Address,,,
web.d.settings_codes.email_notfound,No se encontraron direcciones de correo electrónico.,No email addresses found.,,,
web.d.settings_codes.email_placeholder,Ingresa direcciones de correo electrónico aquí,Enter email addresses here,,,
web.d.settings_codes.email_prompt,Ingresa direcciones de correo electrónico abajo,Enter email addresses below,,,
web.d.settings_codes.email_send,Verifica y envía,Verify and Send,,,
web.d.settings_codes.email_success,Correos electrónicos enviados,Emails sent.,,,
web.d.settings_codes.email_title,Envía códigos únicos por correo electrónico,Send unique codes via email,,,
web.d.settings_codes.group_create,Crea el código,Create code,,,
web.d.settings_codes.group_desc,"Los códigos grupales pueden usarse en múltiples ocasiones por usuarios diferentes, y los resultados pueden organizarse por código de grupo.","Group codes can be used multiple times by different users, and results can be organized by group code.",,,
web.d.settings_codes.group_label,Nombre del evento (opcional),Event name (optional),,,
web.d.settings_codes.group_size,Número de usos,Number of uses,,,
web.d.settings_codes.group_success,Código de grupo creado,Group code created.,,,
web.d.settings_codes.group_title,Crea un código de grupo,Create a group code,,,
web.d.settings_codes.not_allowed,No se le permite utilizar este servicio.,You are not allowed to use this service.,,,
web.d.settings_codes.none_available,No tienes juegos disponibles para usar,You don't have any games available to use.,,,
web.d.settings_codes.not_available,No tienes suficientes juegos disponibles,You don't have enough games available.,,,
web.d.settings_codes.search_placeholder,Busca,Search,,,
web.d.settings_codes.send,Envía,Send,,,
web.d.settings_codes.start_button,Inicia el Juego,Start game,,,
web.d.settings_codes.start_title,Empieza un nuevo juego con esta cuenta.,Start a new game with this account,,,
web.d.settings_codes.title,Crea códigos,Create codes,,,
web.d.settings_codes.used_h,Usado,Used,,,
web.d.settings_codes.view_details,VER DETALLES,VIEW DETAILS,,,
web.d.settings_general.cancel_billing_button,cancelar/detener la facturación,Cancel/Stop Billing,,,
web.d.settings_general.change_billing_button,Cambia la información de la facturación automática.,Change Auto Billing Information,,,
web.d.settings_general.change_plan,Cambia el plan,Change Plan,,,
web.d.settings_general.change_success,Tu contraseña se actualizó. Inicia la sesión para continuar.,Your password was updated. Login to continue.,,,
web.d.settings_general.credit_success,La información de tu tarjeta de crédito se ha actualizado,Your credit card information has been updated.,,,
web.d.settings_general.email,Dirección de correo electrónico,Email Address:,,,
web.d.settings_general.expires_on,Vence en:,Expires on:,,,
web.d.settings_general.games_left,Juegos restantes:,Games left:,,,
web.d.settings_general.language,Idioma,Language,,,
web.d.settings_general.name,Nombre:,Name:,,,
web.d.settings_general.new_pass,Nueva contraseña,New Password:,,,
web.d.settings_general.old_pass,Antigua contraseña,Old Password:,,,
web.d.settings_general.password_fail,"Lo siento, tu nueva contraseña y la confirmación de la contraseña no son iguales","Sorry, your new password and password confirmation don't match.",,,
web.d.settings_general.payment_title,Pago,Payment,,,
web.d.settings_general.purchase_new,Compra el nuevo plan.,Purchase new plan,,,
web.d.settings_general.renewal_end,No se renovará,Will not renew,,,
web.d.settings_general.renews_on,Se renueva en:,Renews on:,,,
web.d.settings_general.retype_pass,Escribe nuevamente la nueva contraseña.,Retype New Password:,,,
web.d.settings_general.subscription_title,Plan de suscripción,Subscription Plan,,,
web.d.settings_general.update_button,Actualización,Update,,,
web.d.settings_general.update_payment_info_label,Actualiza la información del pago,Update payment information,,,
web.d.settings_general.update_success,Se actualizó tu información personal,Your personal information was updated.,,,
web.d.settings_general.user_info,Información del usuario,User Info,,,
web.d.splash.addon_branding,Personaliza la vista con tu propia marca,Customize the look with your own branding,,,
web.d.splash.addon_pro,Acceso a un informe profesional especial con datos adicionales,Access to a special professional's report with additional data,,,
web.d.splash.addon.group,Fácilmente distribuye códigos para clases y eventos grandes,Easily give out codes for classes and big events,,,
web.d.splash.device.sub,"Utiliza un teléfono, una tableta o una computadora para acceder a Hábitos Monetarios en línea","Use a phone, tablet or computer to access Money Habitudes Online.",,,
web.d.splash.device.title,Usar con algún dispositivo,Use With Any Device,,,
web.d.splash.immediate.sub,El resumen de los resultados y el informe de la personalidad monetaria detallada son fáciles de entender,The summary of results and the detailed money personality report are easy to understand.,,,
web.d.splash.immediate.title,"Obtén Resultados Completos, Personalizados Inmediatamente","Get Complete, Personalized Results Immediately",,,
web.d.splash.plus_desc,"Para Uso Regular por Profesionales, Educadores o Pequeñas y Medianas Empresas ","For Regular Use by Professionals, Educators, or  Small-to-Mid-size Organizations",,,
web.d.splash.plus_title,Pro Plus,Pro Plus,,,
web.d.splash.prem_desc,"Para Eventos Grandes, Agencias, y Empresas.","For Big Events, Agencies, and Large Firms",,,
web.d.splash.prem_title,Premium,Premium,,,
web.d.splash.pro.h,Excelente para Profesionales,Great for Professionals,,,
web.d.splash.pro.l1,Envía códigos fácilmente a clientes o estudiantes,Easily send codes to clients or students.,,,
web.d.splash.pro.l2,Admin Dashboard da acceso rápido para resultados e informes,Admin Dashboard gives quick access to results and reports.,,,
web.d.splash.questions.email,Tu dirección de correo electrónico,Your Email Address,,,
web.d.splash.questions.error,Error:,Error:,,,
web.d.splash.questions.error_detail,Por favor llena todos los campos,Please fill in all fields,,,
web.d.splash.questions.message,Tu Mensaje,Your Message,,,
web.d.splash.questions.name,Tu Nombre,Your Name,,,
web.d.splash.questions.org_name,Nombre de la Compañía,Organization Name,,,
web.d.splash.questions.org_title,Ingresa el nombre completo de una Compañía,Enter a full organization name,,,
web.d.splash.questions.phone,Número telefónico,Phone number,,,
web.d.splash.questions.sample,Me gustaría intentar un juego de prueba para considerar usarlo en mi trabajo.,I'd like to try a sample game to consider using it in my work.,,,
web.d.splash.questions.sub,"Comunícate con nosotros para personalización adicional, integración de software/sitio de web y grandes volúmenes","Contact us for additional customization, software/website Integration, and large volumes ...",,,
web.d.splash.questions.success,Éxito:,Success:,,,
web.d.splash.questions.success_detail,¡Gracias! Recibimos tu mensaje.,Thanks! We received your message.,,,
web.d.splash.questions.title,¿Preguntas?,Questions?,,,
web.d.splash.request_trial,Solicita una prueba,Request a trial,,,
web.d.splash.table.addon,Opciones de agregar,Add-on Options:,,,
web.d.splash.table.features,Características Principales,Key Features,,,
web.d.splash.table.learn_more,Aprende más,Learn More,,,
web.d.splash.table.monthly,Mensualmente,Monthly,,,
web.d.splash.table.number,Número de usos:,No. of Uses:,,,
web.d.splash.table.pro_desc,Para Profesionales con uso Ocasional,For Professionals with Occasional Use,,,
web.d.splash.table.pro_title,Pro,Pro,,,
web.d.splash.table.standard,Estándar,Standard,,,
web.d.splash.table.standard_desc,Para individuos,For Individuals,,,
web.d.splash.table.standard_use,1 uso,1 use,,,
web.d.splash.table.types,Tipo de Usuarios,Type of Users:,,,
web.d.splash.table.yearly,Anualmente,Yearly,,,
web.d.splash.trust.sub,"Subscríbete a Pro, Pro-Plus o Premium por adelantado para ahorrar 10% y obtén un año de códigos por adelantado","Subscribe to Pro, Pro-Plus, or Premium in advance to save 10% ‰ÛÒ and get a year's worth of codes upfront",,,
web.d.splash.trust.title,"Hábitos Monetarios tiene la confianza de miles de asesores Financieros, Educadores, Terapistas, Universidades y Empresas sin fines de lucro.","Money Habitudes is trusted by thousands of Financial Planners, Educators, Therapists, Universities, and Non-Profits.",,,
web.d.splash.uses_per_month,usos por mes,uses/month,,,
web.d.splash.uses_per_year,usos por año,uses/year,,,
web.d.subscription_alert.button,Reactiva tu plan,Re-activate your Plan,,,
web.d.subscription_alert.p,Tu cuenta ha sido suspendida debido a problemas de facturación,Your account has been suspended because of billing issues.,,,
web.d.tutorial.card1.p1,Descubre tus Hábitos Monetarios en 5-10 minutos ,Discover your Money Habitudes in 5-10 minutes.,,,
web.d.tutorial.card1.p2,Así se juega…,Here's how to play ...,,,
web.d.tutorial.card2.l1,Hazlo rápido. ¡No pienses mucho!,Go quickly. Don't think too much!,,,
web.d.tutorial.card2.l2,No hay respuestas correctas o incorrectas,There are no right or wrong answers.,,,
web.d.tutorial.card2.l3,Simplemente lee la tarjeta…,Simply read the card ...,,,
web.d.tutorial.card3,… y toca el botón que aplica,... and tap the button that applies.,,,
web.d.tutorial.card4.button,Comienza,Get started,,,
web.d.tutorial.card4.p,Haz esto con todas las cartas y ve tus resultados,Do this for all the cards and see your results.,,,
web.error.generic,"Lo siento, algo falló","Sorry, something went wrong.",,,
web.error.login_already,Ya estás registrado,You're already logged in.,,,
web.error.login_required,Debes registrarte primero,You must log in first.,,,
web.s.codes.anonymous.name,Ingresa tu nombre,Enter your name,,,
web.s.codes.change,Cambia Cuenta,Change Account,,,
web.s.codes.confirm.anonymous,Te gustaría empezar un juego nuevo?,Would you like to start a new game?,,,
web.s.codes.confirm.email,Te gustaría iniciar un juego nuevo con tu cuenta {0}?,Would you like to start a new game with your account {0}?,,{0} is the placeholder for the user's name.,
web.s.codes.confirm.pay,Este juego cuesta $5.00. Ingresa tus detalles de pago para empezar. ,This game costs $5.00 to play. Enter your payment details to begin.,,,
web.s.codes.continue.b,Continúa jugando,Continue Playing,,,
web.s.codes.continue.h,Continúa donde te quedaste,Pick up where you left off,,,
web.s.codes.h,Empecemos,Let's Get Started,,,
web.s.codes.na.back,Regresa,Go back,,,
web.s.codes.na.h,El código no está disponible,Code not available,,,
web.s.codes.na.p,"Lo siento, este código no está disponible","Sorry, this code is not available.",,,
web.s.codes.pay.proceed,Procede al pago,Proceed to Payment,,,
web.s.codes.pay.processing,Procesando el pago,Processing payment,,,
web.s.codes.start,Empieza a jugar,Start Playing,,,
web.s.dashboard.title,Tablero,Dashboard,,,
web.s.load.loading,Cargando tu informe,Loading your report,,,
web.s.login.action,Regístrate,Log in,,,
web.s.login.email.placeholder,Dirección de correo electrónico,Email Address,,,
web.s.login.fail,"Lo sentimos, no pudimos encontrar un usuario con esa dirección de correo electrónico y esa contraseña","Sorry, we couldn't find a user with that email address and password.",,,
web.s.login.h,Regístrate,Log In,,,
web.s.login.p,¿Ya eres usuario? Por favor regístrate abajo:,Returning User? Please log-in below:,,,
web.s.login.password.forgot,¿Se te olvidó la contraseña?,Forgot Password?,,,
web.s.login.password.placeholder,Contraseña,Password,,,
web.s.login.purchase,"Por favor confirma tus detalles de compra y presiona ""Proceder al Pago"" para terminar tu transacción.","Please confirm your purchase details and click ""Proceed to Payment"" to complete your transaction.",,,
web.s.login.signup,¿Usuario nuevo? Regístrate,New User? Sign up,,,
web.s.login.slogan,La forma fácil y rápida de entender tu personalidad monetaria.,The quick and easy way to understand your money personality.,,,
