ID,Deutsch,English,Comments,,
report.adult.next.pl,"- Lerne effektive Kommunikationsstrategien die du nutzen kannst wenn du von anderen unter Druck gesetzt wirst Geld auf eine Weise auszugeben, die nicht deinen Werten und Zielen entspricht. 
- Lerne aus den Fehlern deiner Vergangenheit. 
- Prüfe, ob deine Ziele deinen Bedürfnissen und Wünschen entsprechen oder diese eher auf den Erwartungen von anderen beruhen.
- Sei untersützend anderen gegenüber.
- Mach eine Pause davon, produktiv und zielgerichtet zu sein. Entspanne dich, sei spontan und genieße dein Leben.
- Probiere etwas neues aus, das nicht in deiner Komfortzone liegt. Gehe kalkulierte Risiken ein. 
- Sei tolerant und geduldig mit Menschen, die einen anderen Lebensstil oder Werte als du haben. Versuche, dir ihre Perspektive verständlich zu machen und finde heraus, was für sie funktioniert.","- Learn effective communication skills that you can use when pressured by others to spend money in a way that conflicts with your values or goals.
- Understand the money messages from your past.
- Challenge yourself to find out if your goals reflect your wants and needs or if they are a response to others' expectations of what you ""should"" do.
- Be supportive and giving to others.
- Take a break from being productive and goal-oriented. Relax, be spontaneous and enjoy life.
- Challenge yourself to experience new activities that are out of your comfort zone. Take some risks.
- Be tolerant and patient with people who have lifestyles and values that are different than yours. Try to see their perspective and understand what works for them.",,,
report.adult.next.se,"- Bewerte dein Budget neu und berücksichtige auch Spaß, Geschenke und Möglichkeiten für Spontanität..
- Verwende weniger Zeit dafür, dein Geld zu verwalten.
- Plane jeden Monat etwas Geld für etwas Besonderes auszugeben.  
- Sprich mit dir nahen Menschen um zu verstehen wie dein Verhalten in Bezug auf Geld die Beziehung beeinflusst.
- Schau deiner Angst ins Gesicht. Packe alles, was du zum überleben benötigst in einen Koffer, sodass du für das schlimmste vorbereitet bist.
- Sagst du automatisch ""nein"" zu etwas, dass du gerne kaufen möchtest? Mache eine Faust. Öffne einen Finger nach dem anderen, um dich daran zu erinnern, dass Geld zwar wegfließt, aber auch zurück kommt. Dann entscheide, ob du etwas kaufst.
- Befrage Menschen mit finanzieller Bildung. Finde jemanden, dem du vertraust, um eine breitere Perspektive darüber zu erhalten, wie man Geld spart und investiert und dabei einen realistischen, lebensmöglichen Plan zu haben. ","- Reassess your budget to include fun, gifts and being able to respond spontaneously to opportunities.
- Spend less time recording and managing finances.
- Plan to spend money on something special monthly.
- Talk to people you love to understand how your behavior related to money affects your relationships.
- Face your fear. Put everything you'd need to survive in a bag so you're prepared for the worst.
- Do you say ""no"" out of habit to something you would like to buy? Make a fist. Open it one finger at a time to remind yourself to allow money to flow out and flow in without being blocked. Then decide how you feel about buying it.
- Interview financial professionals. Find someone you trust to gain a broader perspective on saving and investing for a more realistic, livable financial plan.",,,
report.adult.next.sp,"- Spare regelmäßig. Es können 5 oder 500 Euro sein - für einen Notfall oder ein Investmentkonto für deine Rente. Verpflichte dich dazu, monatlich zu sparen.
- Mache eine alternative Liste für Aktivitäten anstelle von Shopping. Plane diese mit anderen Menschen.
- Sei dir bewusst wann Rechnungen fällig sind. Zahle immer pünktlich.
- Sei gut informiert. Benötigst du einen Kredit oder möchtest du für einen finanziellen Rat bezahlen? Mache 6 Anrufe und frage: Was sind Ihre Gebühren? Welchen Service bieten Sie? Was machen Sie besser als andere? Was muss ich noch wissen, um besser informiert zu sein? Du wirst eine Menge lernen und selbstbewusst werden.
- Führe Buch über alles, was du in einem Monat ausgibst. Bewerte jeden Punkt von 1 bis 10 in Bezug auf Genuss und Wert.
- Frage dich vor jedem Kauf: Ist das ein Bedürfnis oder ein Wunsch? Wie lange muss ich dafür arbeiten, um das zu bezahlen? Ist es einen Arbeitstag oder eine Arbeitswoche wert?
- Wenn nötig: Besorge dir Hilfe, um einen Plan für deine Schuldentilgung aufzusetzen.
- Fall du dich regelmäßig wegen deiner Ausgaben schuldig fühlst oder schämst, oder du das Gefühl hast, dass du die Kontrolle über dein Shoppingverhalten verloren hast, überlege dir, ob eine Hilfegruppe oder Therapie nützlich sein könnte.","- Save something regularly. It can be $5 or $500 as a start of an emergency or investments account or for retirement. Commit to saving weekly.
- Make a list of alternative activities to shopping. Plan to do them with other people.
- Know when bills are due. Always pay on time.
- Be well informed. Need a loan or will pay for financial advice? Make six calls and ask: What are your fees? What service do you offer? What do you do that's better or different than others? What other questions should I ask to be better informed? You will learn a lot and feel confident.
- Record everything you spend for a month. Rank each item 1-10 for enjoyment and value.
- Before each purchase ask yourself: Is this a need or a want? How long will I have to work to pay for it? Is it worth an hour's pay? Is it worth a week's pay?
- Get help to set up a plan to pay off debts.
- If you routinely feel guilty, ashamed or embarrassed about your spending or debt or if you feel out of control when shopping, consider a support group or counseling.",,,
report.adult.next.st,"- Kaufe Qualität und keine Marken. Begrenze trendige Sachen auf 10% deiner Einkäufe. 
- Mache eine Geschenkliste und ordne jeder Person ein Preislimit für Geschenke zu. Schau dich nach Sonderangeboten um. Bleib bei deinem Limit.
- Falls du Schulden hast, bringe in Erfahrung wie du diese schnellstmöglich abzahlen kannst. 
- Kaufe online ein um impulsive Ausgaben zu vermeiden, die von Läden, Verkäufern und Sonderangeboten gefördert werden.
- Kaufe ein, wenn du dich gut fühlst, nicht wenn du gestresst, hungrig, müde oder dich unter Druck gesetzt fühlst.
- Setze dir ein Budget. Benutze ein eigenes Konto für deine monatlichen Bedürfnisse wie deine Miete, Essen und deine Sparraten. Benutze automatische Überweisungen für Rechnungen, falls möglich.
- Unterstütze dich und glaube daran, dass du eine liebenswerte, wertvolle Person bist.","- Shop for quality not name brands. Limit trendy items to 10% of your purchases.
- Make a gift list; assign a price limit for each person. Look for sales. Stick to that amount.
- If you have debt, learn how to pay it off.
- Shop from a catalog to avoid impulsive spending caused by store displays, sales and persuasive salespeople.
- Shop when you are feeling good, not when you feel stressed, angry, tired, hungry or pressured.
- Set up a budget. Use direct deposits to ensure there is money to pay bills and savings for the future. Set up automatic payments for bills if possible.
- Support yourself with affirmations that you are a lovable, valuable person.",,,
report.adult.ns.ca.o.l1,"Kenne die Ausgaben, die du für deinen eigenen Lebensunterhalt benötigst, selbst wenn du sie nicht bezahlst (Miete, Kreditzahlungen, Versicherungen, Kleidung usw.)","Know the realistic expenses to support yourself even if you don't pay them (insurance, utilities, etc.).",,,
report.adult.ns.ca.o.l2,"Runde deine Ausgaben auf und dein EInkommen ab, um mit einfachen Zahlen zu arbeiten und dein Budget im Auge zu behalten.",Round expenses up and income down to work with easy numbers to budget and track your money.,,,
report.adult.ns.ca.o.l3,"Wenn du mit jemandem zusamenlebst der die Rechnungen bezahlt, geht zusammen durch eure monatlichen Ausgaben.","If you live with someone who pays the bills, go over a month's expenses to understand your basic costs.",,,
report.adult.ns.ca.o.l4,Falls du Geld investiert oder geerbt hast mache dich damit vertraut wie viel Geld du hast und wie dieses investiert oder verwaltet wird,"If you have investments or inherited money, make an appointment with a financial professional to find out how much money you have and how it's being managed.",,,
report.adult.ns.ca.o.l5,"Finde heraus, ob du angemessen bezahlt wirst. ",Determine if you are being payed fairly.,,,
report.adult.ns.ca.o.l6,"Falls du es vermeidest dein Geld aufgrund fehlender Kenntnissse selbst zu managen, denke darüber nach ein Seminar zu besuchen oder dir Hilfe zu suchen. ","If you avoid managing money because you lack skills, take a class or ask for help.",,,
report.adult.ns.ca.o.l7,"Es kann dir helfen mit einem Finanzberater zu arbeiten wenn du Angst vor Verpflichtungen, Verantwortung oder einfach davor hast Geld zu haben. ","Work with a counselor if you have fear of: commitment, taking on responsibility, having money, owning valuables, or investing.",,,
report.adult.ns.ca.u.l1,"Frage dich, was das Schlimmste ist, was passieren kann, wenn du etwas vernachlässigst, einen Fehler machst oder etwas nicht perfekt machst. Könntest du mit dem Ergebnis leben?","Ask yourself what is the worst that can happen if you let something slide, make a mistake, or don't do it perfectly. Could you live with that outcome?",,,
report.adult.ns.ca.u.l2,Lebe mehr im Moment. ,Be more in the moment.,,,
report.adult.ns.ca.u.l3,"Bevor du ""Nein"" sagst, frage dich ""Warum nicht?"" Es kann dir dabei helfen, flexibler zu sein.","Before saying ""no"" ask yourself ""why not?"" It may help you be more flexible.",,,
report.adult.ns.ca.u.l4,"Sieh dir deinen Kalendar und dein Budget an und frage dich, ob du dich zu streng mit dir selbst und gegenüber anderen verhältst.",Look at your calendar and your budget to see if you are being too rigid or demanding on yourself or others.,,,
report.adult.ns.ca.u.l5,"Anstelle dir alles vorzuenthalten, versuche günstigere Optionen zu finden um deine Wünsche und Bedürfnisse zu erfüllen. ","Instead of depriving yourself, explore less expensive options to meet your needs and wants.",,,
report.adult.ns.ca.u.l6,"Wenn du einen Kauf oder auch einen neuen Job in Erwägung ziehst, denke über den Wert  nach anstelle auf den Preis zu schauen: Wird es mir Zeit sparen oder mein Leben einfacher machen? Wird es mir eine neue Möglichkeit eröffnen oder mir ermöglichn bedeutsam zu handeln?","When considering a job, purchase, or service, instead of focusing on the price, think about other values: Will it save time, make life easier, provide a valued opportunity, or be meaningful?",,,
report.adult.ns.ca.u.l7,Bewege dich aus deiner Komfortzone heraus und gehe Risiken ein.,Challenge yourself to go out of your comfort zone and take more risks.,,,
report.adult.ns.gi.o.l1,"Plane Aktivitäten zu deinem persönlichen Vergnügen, die nichts mit Wohltätigkeit zu tun haben. ",Plan activities for personal enjoyment that are unrelated to your favorite charities.,,,
report.adult.ns.gi.o.l2,Verschenkst du zuviel deiner Zeit? Kenne den Wert deiner Arbeit und verhandele dein Gehalt.,Do you give away too much of your time? Know the value of your work and negotiate your salary.,,,
report.adult.ns.gi.o.l3," Kenne deine finanziellen Ausgabemöglichkeiten und finde heraus, auf welche Weise du große Beträge oder kleine Beträge an verschiedene Personen und Organisationen ausgibst.  Bleib bei einem Plan.","Know how much you can give and identify how you like to give (big amounts at once, small amounts over time). Stick to a plan.",,,
report.adult.ns.gi.o.l4,Plane dich selbst ein und spare für die Zukunft.,Plan to give to yourself and save for your future.,,,
report.adult.ns.gi.o.l5, poverty is not inherently honorable.,Understand that having money is not inherently bad,"Mach dir bewusst, dass Geld zu besitzen nicht schlecht ist und arm sein nicht automatisch ehrenhaft ist.",,
report.adult.ns.gi.o.l6,"Bevor du anderen hilfst, mache dir bewusst dass du möglicherweise ihr Entwicklung zu eigenverantwortlichem Handeln limitierst. ","Before helping others, consider if it limits their development of responsible behavior.",,,
report.adult.ns.gi.o.l7,"Falls du bedürftige Menschen anziehst, finde heraus welche Vorteile du durch deine Hilfe für dich selbst erhältst.","If you attract needy people, explore the benefits you receive from being needed.",,,
report.adult.ns.gi.o.l8,"Identifizere deine eigenen Bedürfnisse, Wünsche und Ideen. Sei dir bewusst dass du eine Tendenz hast in die Ideen und Pläne anderer zu investieren bevor du in dich selbst investiert. ","Identify your own needs, wants, and ideas before agreeing to someone else's financial plans.",,,
report.adult.ns.gi.u.l1,"Die ""Hilfsbereitschaft"" Habitude könnte unterrepräsentiert sein, selbst wenn du großzügig gibst, aber dich nicht daran erfreust. Es könnte sein, dass du aus einem Gefühl der Verpflichtung oder Verantwortung heraus gibst, um Einfluss zu haben, um zu kompensieren dass du dich schuldig fühlst oder weil du nicht genau weißt, wie du ""Nein"" sagen kannst. ","Giving may appear to be underused even if you give generously but are not motivated by the joy of it. You may give out of obligation or responsibility, to have influence, to compensate for feeling guilty or becaues you don't know how to say ""no.""",,,
report.adult.ns.gi.u.l2,"Suche Menschen oder Organisationen, die deine Werte teilen und entscheide, wieviel du ihnen spenden möchtest.",Look for individuals or organizations that share your values and determine an amount to contribute to them.,,,
report.adult.ns.gi.u.l3,"Suche nach Möglichkeiten, um Geld auf eine Weise zu spenden, die deinen Bedürfnissen entsprechen und mit denen du dich wohl fühlst (in Bereichen wie Verantwortung, Anonymität, Wertschätzung und Danksagung).","Look for opportunities to give in a way that meets your needs and makes you comfortable (accountability, anonymity, appreciation, acknowledgement).",,,
report.adult.ns.gi.u.l4,Lege einen Betrag zur Seite den du wöchentlich oder monatlich spenden kannst und willst. ,Set aside an amount that you must give each week or month.,,,
report.adult.ns.over,Übermäßiger Gebrauch,OVERUSING,,,
report.adult.ns.pg1.s1.a1,"Falls dem so ist - Herzlichen Glückwunsch! Prüfe regelmäßig, ob deine finanziellen Einstellungen und Verhaltensweisen weiterhin für dich funktionieren. Wenn die Umstände sich ändern könnte es sein dass du dich ebenfalls ändern musst.","If so, congratulations! Periodically check back to see if your financial habits and attitudes are still working for you. When circumstances change, you may need to change as well.",,,
report.adult.ns.pg1.s1.a2,"Falls du damit nicht zufrieden bist und du die Dinge gerne anders angehen möchtest, hast du jetzt einen Vorteil! Du weißt, was dich motiviert. Anstelle automatisch zu reagieren, wenn du mit einer wiederkehrenden Ausgabe oder einer größeren finanziellen Entscheidung konfrontiert bist, bist du dir nun bewusst, wie deine finanziellen Einstellungen und Verhaltensweisen dich beeinflussen.  Jetzt kannst du selbst die Kontrolle übernehmen!","However, if you're not satisfied and would like to do some things differently, you now have an advantage! You know what motivates you. Instead of responding automatically when faced with a routine choice or a major financial decision, you're aware of how your Money Habitudes influence your actions. Now you can prepare yourself to take charge!",,,
report.adult.ns.pg1.s1.l1,Schritt 1 - Die wichtigste Frage ist nun: ,Step 1 - The most important question is:,,,
report.adult.ns.pg1.s1.l2,Wie funktioniert deine persönliche Kombination deiner Habitudes für dich? ,How is your combination of Money Habitudes working for you?,,,
report.adult.ns.pg1.s1.q,"Bist du zufrieden mit deiner Kombination? Hilft sie dir dabei, deine Ziele zu erreichen oder ergeben sich daraus Probleme? ",Are you satisfied that your combination is helping you reach your goals and not causing problems?,,,
report.adult.ns.pg1.s2.p,"Wenn du an die nächsten Schritte denkst, gibt es nicht die eine richtige Antwort. Nehmen wir an 2 Menschen haben 8 Sicherheite Karten und keine Spaßorientierten Karten. Der eine könnte stolz sein, weil er erst kürzlich die Kontrolle über seine impulsives Ausgeben gewonnen hat und gerade mit Absicht für seine Zukunft spart. Sein nächster Schritt könnte sein, genau so weiter zu machen. Die andere Person könnte allerdings verstehen, dass sie nicht mehr so vorsichtig sein muss oder dass dieses Verhalten sie beschränkt. Sie könnte den Entschluss fassen, sich weniger auf Sicherheit zu fokussieren und sich eher spontan zu verhalten.","When considering next steps, there isn't one right answer. For example, let's say two people have eight Security cards and no Spontaneous cards. One may react with pride because he's recently taken control of his spontaneous spending and is intentionally saving for the future. His next step may be to keep doing what he is doing. Someone else may realize that being so cautious is no longer necessary or is actually limiting her. She may feel it's time to focus less on security and become more spontaneous.",,,
report.adult.ns.pg1.s2.q1.l1,"Information und Resourcen, um Geld effektiver zu verwalten oder zur Vorbereitung auf die Zukunft.",Information and resources to manage money more effectively or to prepare for the future.,,,
report.adult.ns.pg1.s2.q1.l2,Unterstützung und Hilfe damit du dich an deinen Plan halten kannst und tun kannst was du jetzt weißt was zu tun ist. ,Support and guidance so you can follow through and do what you already know you need to do.,,,
report.adult.ns.pg1.s2.q1.q,Was benötige ich wirklich?,What do I really need?,,,
report.adult.ns.pg1.s2.q2.l1,"Falls du einfacher findest mit jemandem zu arbeiten, finde heraus welche Experten, Seminare oder Programme es gibt und welche am besten für dich passen. ","If you find it easier to work with someone, consider what types of professionals, classes, or programs would be the best fit.",,,
report.adult.ns.pg1.s2.q2.l2,"Falls du es bevorzugst unabhängig zu arbeiten und selbstmotiviert bist, benutze Informationen, die online verfügbar sind oder lies die entsprechenden Bücher.","If you prefer working independently and are self-motivated, using online resources and books may be a good choice.",,,
report.adult.ns.pg1.s2.q2.q,Wie mag ich es zu lernen? Was hat für mich funktioniert?,How do I like to learn? What has worked for me?,,,
report.adult.ns.pg1.s2.q3.q,"Bin ich erfolgreicher, indem ich Änderungen schrittweise vornehme oder alles auf einmal verändere?",Am I more successful making changes gradually or all at once?,,,
report.adult.ns.pg1.s2.subtitle,"Bevor du deine Ziele festlegst oder über deine nächsten Schritte nachdenkst, stelle dir diese 3 Fragen:","Before you set goals or think about next steps, ask yourself three questions:",,,
report.adult.ns.pg1.s2.title,"Schritt 2 - Welcher Weg funktioniert für dich, um erfolgreich zu sein?",Step 2 - What works for you to be successful?,,,
report.adult.ns.pg1.s3.over.h,Übermäßiger Gebrauch,OVERUSING,,,
report.adult.ns.pg1.s3.over.p,"Wenn eine spezielle Habitude sehr stark ausgeprägt ist, besteht die Möglichkeit dass du sie zu sehr nutzt. ","Generally, if a Money Habitude type is very strong, you may be overusing it.",,,
report.adult.ns.pg1.s3.p1,"Stelle dir die Frage: Gibt es bestimmte Situationen, in denen du diese Habitude zu wenig oder übermäßig nutzt?",Ask yourself: Are there specific situations where you overuse or underuse that type?,,,
report.adult.ns.pg1.s3.p2,"Die folgenden Vorschläge (auf den nächsten Seiten) können dir dabei helfen, deine Einstellungen und Verhaltensweisen zu ändern.",The following suggestions (in the next pages) can help you change your habits and attitudes.,,,
report.adult.ns.pg1.s3.p3,"Würdest du von den folgenden Vorschlägen profitieren? Falls ja, wähle eine oder zwei Maßnahmen um anzufangen.","Would you benefit from using a suggestion below? If so, choose only one or two actions to get started.",,,
report.adult.ns.pg1.s3.title,Schritt 3 - Handle,Step 3 - Taking Action,,,
report.adult.ns.pg1.s3.under.h,Geringer Gebrauch,UNDERUSING,,,
report.adult.ns.pg1.s3.under.p,"Wenn eine spezielle Habitude sehr schwach ausgeprägt ist oder gar nicht auftaucht, besteht die Möglichkeit dass du sie zu wenig nutzt. ","Generally, if you are missing a Money Habitude type, you may be underusing it.",,,
report.adult.ns.pg1.title,Nächste Schritte,Next Steps,,,
report.adult.ns.pl.o.l1,"Lerne effektive Kommunikationsstrategien die du nutzen kannst wenn du von anderen unter Druck gesetzt wirst Geld auf eine Weise auszugeben, die nicht deinen Werten und Zielen entspricht. ",Learn communication skills to use when pressured by others to spend in ways that conflict with your values or goals.,,,
report.adult.ns.pl.o.l2,Lerne aus den Fehlern deiner Vergangenheit. ,Identify and explore money messages from your past.,,,
report.adult.ns.pl.o.l3,"Prüfe, ob deine Ziele deinen Bedürfnissen und Wünschen entsprechen oder diese eher auf den Erwartungen von anderen beruhen.","Ask yourself if your goals reflect your wants and needs - or are they actually others' expectations of what you ""should"" do.",,,
report.adult.ns.pl.o.l4,Unterstütze andere.,Be supportive and giving to others.,,,
report.adult.ns.pl.o.l5,"Mach eine Pause davon, produktiv und zielgerichtet zu sein. Entspanne dich, sei spontan und genieße dein Leben.","Take a break from being productive and goal-oriented. Be spontaneous, relax, enjoy life.",,,
report.adult.ns.pl.o.l6,"Probiere etwas neues aus, das nicht in deiner Komfortzone liegt. Gehe kalkulierte Risiken ein. ",Try new activities outside your comfort zone. Take some risks.,,,
report.adult.ns.pl.o.l7,"Sei tolerant und geduldig mit Menschen, die einen anderen Lebensstil oder Werte als du haben. Versuch dir ihre Perspektive verständlich zu machen und finde heraus, was für sie funktioniert.",Be tolerant and patient with people whose lifestyles and values are different. See things from their perspective to learn what works for them.,,,
report.adult.ns.pl.u.l1,"Schreibe dir auf, was du in diesem Jahr erreichen möchtest (Urlaub, Schuldentilgung etc.) und was du in Zukuft erreichen willst (dein eigenes Zuhause, dich selbständig machen etc.). Es ist der Beginn von kurzfristigen und langfristigen Plänen. ","Write down what would add value to you this year (vacation, pay off debt, etc.) and what you want in the future (own a home, start a business, etc.). It's the start of short- and long-term plans.",,,
report.adult.ns.pl.u.l2,"Schreibe eine Liste, wie du dein Geld letzten Monat oder letztes Jahr ausgegeben hast. Markiere die Dinge mit einem ""+"", die notwendig waren oder eine gute Investition. Markiere alle anderen mit einem ""x"".","Make a list of how you spent money last year (or last month). Mark items with a ""+"" if they were necessary or a good use of money; mark those that weren't with an ""x"".",,,
report.adult.ns.pl.u.l3,"Schreibe eine Liste mit allen Dingen, die notwendig sind (Verpflegungskosten, Mobilität, etc.) Berücksichtige auch Dinge, die quartalsmäßig oder jährlich anfallen. Umkreise die, die sich monatlich ändern (Essen, Geschenken, etc.)","Make a list of necessary expenses (housing, food, transport, etc.). Include items billed quarterly or annually. Circle those that change by month (utilities, food, credit cards, gifts, etc.).",,,
report.adult.ns.pl.u.l4,"Benutze diese Information, um ein realistisches Bild davon zu haben, wieviel du ausgibst und sparst.",Use this information to make a realistic spending and savings plan.,,,
report.adult.ns.pl.u.l5,"Richte automatische Bezahlungen und Abzüge ein, um dich an deinen Plan zu halten.",Set up automatic payments and deductions to stick to your plan.,,,
report.adult.ns.s4.h,Schritt 4 - Wo kann ich Hilfe bekommen?,Step 4 - Where can you get help?,,,
report.adult.ns.s4.p,"Sobald du dich für eine oder zwei der oben genannten Strategien entscheden hast gibt es viele Informationsmöglichkeiten, die dir dabei helfen können, deine finanziellen und persönlichen Zielen setzen und erreichen zu können. Gehe auf Freunde oder Experten zu, erkundige dich online, lies Bücher oder finde eine Gruppe oder Organisation, die zu deinem Interesse passen. Oft bieten Universitäten, Unternehmen, Banken und andere Organisationen hierzu unterschiedliche Unterstützung an. ","Once you have chosen one or two strategies above, you have many resources available to help you set ��� and achieve ��� financial and personal goals. Reach out to friends or professionals, go online, read a book, or find a group or organization that meets your need for information. Often universities, companies, credit unions, and other organizations offer different types of support.",,,
report.adult.ns.s4.s.1.h,"Suggest to skip this one, see below. Assuming this one and the next (row 212+213) belong together.",Looking for day-to-day money management?,,,
report.adult.ns.s4.s.1.p,We do not believe this fits to the German environment and suggest to skip this one. ,"Financial educators teach classes to develop savings and spending plans, manage debt, improve credit, track expenses, and prepare taxes. Programs are frequently offered through adult education programs, military bases, human resource departments, banks, credit unions, and faith-based organizations. The United Way is often a good starting place. The Cooperative Education system is in every state and offers classes and individual support. Other resources include Consumer Credit Counseling Service and the National Foundation for Credit Counseling. The website for the Association for Financial Counseling and Planning Education lists Accredited Financial Counselors.",,,
report.adult.ns.s4.s.2.h,"Benötigst du Information für zukünftiges Planen, Steuern oder rechtlichen Beistand?",Need information for future planning or tax and legal advice?,,,
report.adult.ns.s4.s.2.p,"Zertifizierte Finanzberater und/oder Steuerberater können dir in deiner invididuellen Situation helfen finanziell stabil zu werden. Das kann persönliche Finanzen, Schuldenmanagement, finanzielle Verpflichtungen, Steuer, Rente, Notfallpläne, Investments, Bildung und langfristige Vorsorgeplanung umfassen.","Certified financial counselors, advisers, planners, and accountants can address your specific needs to be financially stable. These may be related to personal finances, debt management, financial obligations, taxes, retirement, emergency planning, investing, education, and long-term care planning.",,,
report.adult.ns.s4.s.3.h,Benötigst du Unterstützung dabei anzufangen dich mit deinen Finanzen auseinander zu setzen oder dran zu bleiben?,Need help getting started or following through?,,,
report.adult.ns.s4.s.3.p1,"Finanzielle Probleme gehen oft Hand in Hand mit anderen Herausforderungen. Vielleicht weißt du schon was du tun musst, aber tust dir mit der Umsetzung schwer, da du Probleme mit deiner Organisation, deinem Zeitmanagement oder effektiver Kommunikation hast. Oder dir sind deine eigenen Werte oder Prioritäten noch nicht bewusst. Möglicherweise musst du mehr Selbstbewusstsein entwickeln um zu widersprechen, zu verhandeln, ""Nein"" zu anderen und ""Ja"" zu dir selbst zu sagen. 
Oder möglicherweise hast du schlechte Erinnerungen daran, dein Geld zu verwalten. Es könnte dir helfen einer Hilfegruppe, Berater oder einem Therapeuten zu sprechen, um die Strategien zu verstehen, die sich positiv auf dich und deine Habitudes auswirken.","Money issues often go hand-in-hand with other challenges. You may know what to do, but have a difficult time because of problems with your organization, time management, effective communication, or not being clear about your own values or priorities. You may need the confidence to speak up, negotiate, say ""no"" to others and ""yes"" to yourself. Or managing money may be associated with unpleasant memories or negative experiences. Working with a counselor or support group may provide the understanding and strategies that can positively affect your finances.",,,
report.adult.ns.s4.s.3.p2,"Es gibt Selbsthilfegruppen vor Ort oder online, die beim regelmäßigen Überschreiten des Budgets, Abhängigkeiten, Hamsterkäufen und anderen finanziellen Herausforderungen helfen können.  Viele Berater, Psychologen, Therapeuten, Sozialarbeiter und Coaches haben zusätzliche Expertise bei der emotionalen Seite von Geldproblemen. Ehrenamtliche Schuldnerberatungen gibt es in vielen Städten, ebenso wie spezialisierte private Schuldnerberater. ","There are both online and local support groups for overspending, debt management, addictions, hoarding, and other challenges that affect finances. Many counselors, psychologists, therapists, social workers, and coaches have additional expertise on the emotional side of money issues. The Financial Therapy Association and Center for Financial Social Work are two resources for finding a professional.",,,
report.adult.ns.s4.s.h,Hier sind einige Vorschläge:,Here are some suggestions:,,,
report.adult.ns.se.o.l1,"Bewerte dein Budget neu und berücksichtige auch Spaß, Geschenke und Möglichkeiten für Spontanität..","Reassess your budget to include fun, gifts, and being able to respond spontaneously to opportunities.",,,
report.adult.ns.se.o.l2,"Verwende weniger Zeit dafür, dein Geld zu verwalten.",Spend less time recording and managing finances.,,,
report.adult.ns.se.o.l3,Plane jeden Monat etwas Geld für etwas Besonderes auszugeben.  ,Plan to spend money on something special monthly.,,,
report.adult.ns.se.o.l4, learn how your behavior related to money affects others.,Talk to people close to you,Sprich mit dir nahen Menschen um zu verstehen wie dein Verhalten in Bezug auf Geld die Beziehung beeinflusst.,,
report.adult.ns.se.o.l5,"Schau deiner Angst ins Gesicht. Packe alles, was du zum überleben benötigst in einen Koffer, sodass du für das schlimmste vorbereitet bist.",Face your fear. Put everything you'd need to survive in a bag so you're prepared for the worst.,,,
report.adult.ns.se.o.l6,"Sagst du automatisch ""nein"" zu etwas, dass du gerne kaufen möchtest? Mache eine Faust. Öffne einen Finger nach dem anderen, um dich daran zu erinnern, dass Geld zwar wegfließt, aber auch zurück kommt. Dann entscheide, ob du etwas kaufst.","Do you say ""no"" out of habit to things you want? Make a first. Open it one finger at a time to remind yourself to allow money to flow in and out without being blocked. Then decide how you feel about buying it.",,,
report.adult.ns.se.o.l7,"Befrage Menschen mit finanzieller Bildung. Finde jemanden, dem du vertraust, um eine breitere Perspektive darüber zu erhalten, wie man Geld spart und investiert und dabei einen realistischen, lebensmöglichen Plan zu haben. ",Interview financial professionals. Find someone you trust to gain new perspective on saving and investing for a more livable plan.,,,
report.adult.ns.se.u.l1,"Spare regelmäßig. Es können 5 oder 500 Euro sein - für einen Notfall oder ein Investmentkonto für deine Rente. Verpflichte dich dazu, monatlich zu sparen.",Save something regularly. It can be $5 or $500 as a start of an emergency or investments account or for retirement. Commit to saving weekly.,,,
report.adult.ns.se.u.l2,"Verschaffe dir einen Überblick über deine Schulden. Wenn nötig, habe einen Plan deine Schulden schnellstmöglich abzuzahlen. ","Get your credit report and credit score. If necessary, have a plan to pay off your debts.",,,
report.adult.ns.se.u.l3,Sei dir bewusst wann Rechnungen fällig sind. Zahle immer pünktlich.,Know when bills are due. Always pay on time.,,,
report.adult.ns.se.u.l4,"Sei gut informiert. Benötigst du einen Kredit oder möchtest du für einen finanziellen Rat bezahlen? Mache 6 Anrufe und frage: Was sind Ihre Gebühren? Welchen Service bieten Sie? Was machen Sie besser als andere? Was muss ich noch wissen, um besser informiert zu sein? Du wirst eine Menge lernen und selbstbewusst werden.",Be well informed. Need a loan or will pay for financial advice? Make six calls and ask: What are your fees? What service do you offer? What do you do that's better or different than others? What other questions should I ask to be better informed? You will learn a lot and feel confident.,,,
report.adult.ns.se.u.l5,"Benutze alle verfügbaren Ressourcen um zu bestimmen wieviel du benötigst, um deine Bedürfnisse und Ziele für die Zukunft zu erfüllen. Warte nicht darauf, einen Plan zu haben, bevor du anfängst zu sparen!",Use resources to help you determine how much you need to meet your needs and goals in the future���do not wait until you have a plan to start saving!,,,
report.adult.ns.sp.o.l1, even just $1 adds up.,Use direct deposit and automatic payments. Save a set amount weekly,Nutze automatisierte Überweisungen auf ein Sparkonto und automatische Bezahlmöglichkeiten. Spare einen fixen Betrag wöchentlich - auch 1 Euro sammelt sich!,,
report.adult.ns.sp.o.l2,Mache eine alternative Liste für Aktivitäten anstelle von Shopping. Plane diese mit anderen Menschen.,Make a list of alternative activities to shopping. Do them with other people.,,,
